Name,Address,Postal Code,Locality,Brands,Website,URL
,,,,,
BELIMPEX-Handels GmbH,Gräfestr. 33,04129,Leipzig - Germany,,
Land- und Kommunalmaschinen Metzner,Seiferitzer Schulweg 3c,08393,Meerane - Germany,"Conow, Hardi, Hawe, Kuhn, Rauch, Schäffer, Tuchel, Vaderstad",
Land- & Gartentechnik Aschersleben GmbH,Am Spittelsberg 12,06449,Aschersleben - Germany,,www.lga-gmbh.de
Landmaschinen Roschwitz,Th.Mützer 39,06406,Bernburg - Germany,"Kverneland, Massey Ferguson, Merlo, Weidemann",
Wallentin & Partner GmbH,Wustrower Chaussee 1a,17255,Wesenberg - Germany,"Belarus, Husqvarna, Krone, Kubota, Kuhn, Massey Ferguson",www.wup.de
DS Maschinenhandel,Paul Reusch Str. 50,89551,Königsbronn - Germany,,
Hartl GmbH,"Augsburger Str. 20a
                                                                    OT Mühlhausen",86444,Affing - Germany,,
CLAAS Nordostbayern GmbH & Co. KG - Schwandorf,Max-Planck-Str. 12,92421,Schwandorf - Germany,CLAAS,www.claasboerse-sued.com
BayWa Oberschöna,Alte Salzstrasse 1,09600,Oberschöna - Germany,"Fendt, Horsch, Maschio, Massey Ferguson, Pöttinger, CLAAS",
Güttler GmbH,Karl-Arnold-Str. 10,73230,Kirchheim/Teck - Germany,,www.guettler.de
UNI-mobile GmbH,Am Noßbach 1,99820,Hörselberg-Hainich - Germany,"Branson, Eurotrac, Linhai, Lovol, UTV International",
WEBERS GmbH,Schagern 22,48612,Horstmar - Germany,"BVL, Faresin, Kuhn, Marchner, RMH, sgariboldi, Siloking, Stoll, Strautmann, Trioliet",www.webers-gmbh.de
Radlmaier Land- u. Kommunaltechnik,Griesmeier 1,83547,Babensham - Germany,Deutz-Fahr,www.radlmaier.de
New Blue Trading GmbH,Sunrenkamp 59,22335,Hamburg - Germany,,
Schwab & Jaeger,Bahnhofstraße 12,86681,Fünfstetten - Germany,"Bogballe, John Deere, Joskin, Kemper, Kerner, Kramer, Krone, Kuhn",
Rottmann Group GmbH,Boschstraße 10,48683,Ahaus - Germany,"Buschhoff, Gmelin, Tropper",
NATURATEC GmbH,Zeppelinring 4,88696,Owingen - Germany,"AHWI, Backhus, FAE, Fendt, Forus, Prinoth, Seppi, Terra Select, Willibald",www.naturatec-gmbh.de
Raiffeisen-Techni-Trak GmbH,Am Feldschlößchen 8,99439,Buttelstedt - Germany,,www.raiffeisen-techni-trak.de
Landmaschinenhandel Udo Seibert Seibert-LKG,Ziegelhüttenstraße 48,64832,Babenhausen - Germany,Valtra,www.seibert-lkg.de
Horst Körner GmbH & Co. KG,Homburger Str. 19,66459,Kirkel-Altstadt - Germany,,www.landtechnik-koerner.de
CLAAS Main-Donau  GmbH & Co. KG - Wülfershausen,Am Angertor 8,97618,Wülfershausen - Germany,CLAAS,
CLAAS Main-Donau  GmbH & Co. KG - Allershausen,Bürgermeister-Sgoff-Straße 2,85391,Allershausen - Germany,CLAAS,
CLAAS Nordostbayern GmbH & Co. KG - Bad Abbach,Lindenstr. 7,93077,Bad Abbach - Germany,CLAAS,www.claasboerse-sued.com
von Pflug-Maurer GmbH,Feldstraße 76,77972,Mahlberg-Orschweier - Germany,"Bogballe, Breviglieri, Dal-Bo, Monosem",
Forstag GmbH,HOFSTRASSE 4a,79232,March - Germany,,www.forst.ag
AMC Technikland GmbH,Idastrasse 43,04425,Taucha - Germany,,
Hans Wittrock GmbH,Dorfstrasse 38,26899,Rhede/ Brual - Germany,CLAAS,www.wittrock-landtechnik.de
Euromaster GmbH,Theodor-Heuss-Anlage 12,68165,Mannheim - Germany,"Alliance, BKT, Firestone, Kleber, Michelin, Mitas, Trelleborg, Vredestein",
MH-Maschinentechnik,Bahnweg 3,91249,Weigendorf - Germany,,
CHR. WILLEMSEN GmbH,Düster Stegge 60,48703,Stadtlohn - Germany,,
Kasper Baumaschinen e.K.,Auf Dornbruch 11,56288,Kastellaun - Germany,,
Claas Main-Donau GmbH & Co. KG -  Asbach - Bäumenheim,Bürgermeister- Müller- Str. 5,86663,Asbach-Bäumenheim - Germany,CLAAS,
Birner Landtechnik GmbH,Gasfabrikstraße 13,92224,Amberg - Germany,,
WiLLMES GmbH,Bensheimer Straße 101,64653,Lorsch - Germany,,www.willmes.de/
Johann Fehlberger GmbH,Hörlkofener Straße 18,85435,Erding - Germany,"Alö, Amazone, Fliegl, John Deere, Joskin, Kuhn, Reisch, Ropa, Weidemann, Zunhammer",
Wolff,Krebsbacherhof 1,53520,Meuspath - Germany,,
M.A.S. Keltereiprodukte GmbH,Lahnstrasse 19-21,64625,Bensheim - Germany,,www.mas-keltereiprodukte.de/home-214.html
Vehling Motorgeräte GmbH & Co.KG,Volksdorf 35,31715,Meerbeck - Germany,,www.vehling-motorgeraete.de
Kamps SEPPI M. Deutschland GmbH,Unterer Hammer 3,64720,Michelstadt - Germany,,www.kamps-seppi.de/de/t/home.html
CLAAS Nordostbayern GmbH & Co. KG - Lichtenfels,Bamberger Str. 46,96215,Lichtenfels - Germany,CLAAS,www.claasboerse-sued.com
BayWa Bayreuth Melktechnik,Gottlieb-Keim-Str. 49,95448,Bayreuth - Germany,"Fendt, Horsch, Maschio, Massey Ferguson, Pöttinger, Valtra, CLAAS",
BayWa AG Schönau Melktechnik,Ahornweg 19,83104,Schönau - Germany,"Fendt, Horsch, Maschio, Massey Ferguson, Pöttinger, CLAAS",www.baywa.de
BayWa AG Erlingen,Markterstr. 2,86405,Erlingen - Germany,"Fendt, Horsch, Maschio, Massey Ferguson, Pöttinger, Valtra, CLAAS",www.baywa.de
BayWa AG Pfatter,Straubinger Straße 14,93102,Pfatter - Germany,"Fendt, Horsch, Maschio, Massey Ferguson, Pöttinger, Valtra, CLAAS",www.baywa-standorte.de/service-werkstaette-pfatter/
Ralf Stadach Land und Baumaschinen,Dümmelsweg 10,56299,Ochtendung - Germany,"Foton Lovol, Merlo",www.stadach.de/
Landtechnik,Im Grund 9,86479,Aichen - Germany,,www.lu-Schuster.de
AGRO-STAR,Kirchstr. 12,76831,Billigheim-Ingenheim - Germany,"Alma, Braud, Case, Deutz-Fahr, Ero, Grégoire, John Deere, Laverda, New Holland, CLAAS",agro-star.de/fr/
Baertschi Agrartecnic Deutschland GmbH,Marta Fraenkel Strasse 1,01097,Dresden - Germany,"Baertschi, BF Tecnic, Fobro",
ADRESSE TEST,strasse 2,1254,BERLIN - Germany,,
Claas Tuningen,Neue Wiesen 3,78609,Tuningen - Germany,CLAAS,www.claasboerse-sued.com
Claas Schwaben,Aichacherstr. 18,86453,Dasing - Germany,CLAAS,www.claasboerse-sued.com
Claas Allgäu Zweigbetrieb der Claas Württemberg,Egelsbergweg,87784,Westerheim - Germany,CLAAS,www.claasboerse-sued.com
Stütz GmbH,Am Unkenbach 28,97529,Sulzheim - Germany,,www.stuetz-agrarservice.de
Claas Baden,Niederwaldstr. 1,79336,Herbolzheim - Germany,CLAAS,www.claasboerse-sued.com/
Agro Haider GmbH,Wenger Str. 2,84164,Rimbach - Germany,"John Deere, CLAAS",
AMAZONEN-WERKE H. DREYER SE & Co. KG,Am Amazonenwerk 9-13,49205,Hasbergen-Gatse - Germany,Amazone,
Landtechnik Kohlstock OHG,Aura 15,36142,Tann - Germany,,
Martin Graml,Oberer Markt 25,94149,Kößlarn - Germany,John Deere,
ERO GmbH,Am ERO-Werk,55469,Simmern - Germany,,www.ero.eu
Blank Landtechnik OHG,Lindenstraße 4,53332,Bornheim - Germany,,www.blank-landtechnik.de
Claas Württemberg - Herrenberg,Heerstr. 2,71083,Herrenberg - Germany,CLAAS,www.claasboerse-sued.com
Penzkofer-Landtechnik GbR,"Hauptstrasse 22
                                                                    Unterwattenbach",84051,Essenbach - Germany,,
De Lage Landen Leasing GmbH,Theo-Champion-Str. 1,40549,Düsseldorf - Germany,,
Claas Württemberg - Neuenstein,Robert Bosch Str. 11,74632,Neuenstein - Germany,CLAAS,www.claasboerse-sued.com
CLAAS Südostbayern GmbH - Moosthenning,Wenger Str. 1,84164,Moosthenning - Germany,,
HEN-AG,Obere Seewiesen 48,71711,Steinheim an der Murr - Germany,"Bema, Bonetti, HEN, Unimog",
Claas Württemberg - Osterburken,Industriepark 3,74706,Osterburken - Germany,CLAAS,www.claasboerse-sued.com
H&B Landmaschinen,Grünbergerstraße 90a,36304,Alsfeld - Germany,,
Peter Lorenz Kfz.- & Landmaschinen-Werkstatt,"Gimmeler Weg 5
                                                                    OT Altkirchen",04626,Schmölln - Germany,,
Claas Württemberg GmbH - Oberessendorf,Petrusstraße 4,88436,Oberessendorf - Germany,CLAAS,www.claasboerse.sued.com
